magasin,nomenclature,quantite_exploitation,quantite_stock,deficit
TLN,7010-14-5933477,8.0,0.0,-8.0
EVX,5998-14-5240153,8.0,0.0,-8.0
SZA,5820-22-6229684,8.0,0.0,-8.0
EVX,5998-14-5216511,8.0,0.0,-8.0
DOU,5975-14-6039259,8.0,0.0,-8.0
TLN,6130-01-6470900,8.0,0.0,-8.0
NMS,7025-15-2006137,8.0,0.0,-8.0
CRL,5975-14-4823982,8.0,0.0,-8.0
DOU,5985-14-5223370,8.0,0.0,-8.0
ITS,4130-14-5163194,8.0,0.0,-8.0
EVX,5998-14-4747179,8.0,0.0,-8.0
EVX,5998-14-4747177,8.0,0.0,-8.0
PAU,7025-01-6852408,8.0,0.0,-8.0
DOU,5998-01-6614379,8.0,0.0,-8.0
TLN,7035-01-6598960,8.0,0.0,-8.0
ITS,4130-14-5490022,8.0,0.0,-8.0
PAU,7025-01-6659124,9.0,1.0,-8.0
TLN,7025-01-6950552,8.0,0.0,-8.0
ITS,5998-14-4491645,8.0,0.0,-8.0
DOU,5998-14-4761919,8.0,0.0,-8.0
NCY,7025-01-6659124,8.0,0.0,-8.0
NCY,7025-01-6571299,8.0,0.0,-8.0
ITS,5998-14-4491642,8.0,0.0,-8.0
FVS,4140-01-6814364,8.0,0.0,-8.0
LLE,5998-01-5406247,8.0,0.0,-8.0
LMV,7025-58-0010923,8.0,0.0,-8.0
SZA,7010-01-6791538,8.0,0.0,-8.0
LMV,7025-14-6052125,8.0,0.0,-8.0
LMV,7035-14-5888052,8.0,0.0,-8.0
LMV,7050-14-4761890,8.0,0.0,-8.0
LMV,7195-14-5872686,8.0,0.0,-8.0
BST,5820-22-6239457,8.0,0.0,-8.0
MTY,5820-14-5805196,8.0,0.0,-8.0
TLE,7035-01-6083487,8.0,0.0,-8.0
RNS,9030-DI-1132016,8.0,0.0,-8.0
TLE,7025-37-5303988,8.0,0.0,-8.0
BST,5805-14-5797655,8.0,0.0,-8.0
LYO,5895-01-6312265,8.0,0.0,-8.0
LYO,5895-01-6589391,8.0,0.0,-8.0
RNS,DIRI-14-0001061,8.0,0.0,-8.0
LYO,5895-15-1922999,8.0,0.0,-8.0
TRS,DIRI-14-0003149,8.0,0.0,-8.0
LYO,6030-14-5773598,8.0,0.0,-8.0
MSE,DIRI-14-0003149,8.0,0.0,-8.0
STG,5998-14-5649402,8.0,0.0,-8.0
TLE,7025-14-5808683,8.0,0.0,-8.0
TLE,7025-14-5626354,8.0,0.0,-8.0
BST,5895-14-5637549,8.0,0.0,-8.0
VCS,5805-14-5216513,8.0,0.0,-8.0
LMV,7025-14-5947331,8.0,0.0,-8.0
TLE,9030-DI-0012014,8.0,0.0,-8.0
LMV,6130-01-4521955,8.0,0.0,-8.0
STG,6625-01-6249757,8.0,0.0,-8.0
LMV,6130-14-4392517,8.0,0.0,-8.0
LMV,6130-14-4766081,8.0,0.0,-8.0
LMV,6130-14-5650944,8.0,0.0,-8.0
BST,5998-14-4647400,8.0,0.0,-8.0
LMV,6130-25-1626960,8.0,0.0,-8.0
LMV,6625-14-5907671,8.0,0.0,-8.0
LMV,7010-14-5918742,8.0,0.0,-8.0
LMV,7010-14-6000964,8.0,0.0,-8.0
LMV,7010-14-6099778,8.0,0.0,-8.0
BST,5985-14-5223379,8.0,0.0,-8.0
LMV,7025-01-5410959,8.0,0.0,-8.0
LMV,7025-01-5912804,8.0,0.0,-8.0
MTY,5998-14-5395165,8.0,0.0,-8.0
MTY,5985-14-5618739,8.0,0.0,-8.0
BST,5895-58-0014096,8.0,0.0,-8.0
LMV,7025-01-6795313,8.0,0.0,-8.0
TRS,7035-01-4970882,8.0,0.0,-8.0
BST,5895-14-6086400,8.0,0.0,-8.0
LMV,7025-14-5637544,8.0,0.0,-8.0
LMV,7025-14-5925256,8.0,0.0,-8.0
TLE,7025-14-4761891,8.0,0.0,-8.0
LYO,7010-14-5926757,8.0,0.0,-8.0
VCS,5805-14-5407614,8.0,0.0,-8.0
MDM,5895-14-5878983,10.0,2.0,-8.0
SDR,5975-14-5882845,8.0,0.0,-8.0
MDM,5998-14-5115541,9.0,1.0,-8.0
MDM,5998-14-5149568,11.0,3.0,-8.0
BSN,5998-14-4252193,8.0,0.0,-8.0
SZA,7025-20-0021333,8.0,0.0,-8.0
MDM,5998-14-5649434,12.0,4.0,-8.0
MDM,6030-14-5451517,10.0,2.0,-8.0
TLE,7010-14-5933399,8.0,0.0,-8.0
MDM,6099-41-0035999,8.0,0.0,-8.0
SDR,5998-14-5729629,8.0,0.0,-8.0
BSN,5930-15-0140306,8.0,0.0,-8.0
BSN,5895-58-0014097,8.0,0.0,-8.0
BSN,5895-15-1894669,8.0,0.0,-8.0
BSN,5895-14-5794633,8.0,0.0,-8.0
TLE,7010-14-5696889,8.0,0.0,-8.0
STG,5985-14-5791205,8.0,0.0,-8.0
MSE,5998-14-5890370,8.0,0.0,-8.0
MDM,7021-14-6067262,8.0,0.0,-8.0
MDM,7025-01-5154390,9.0,1.0,-8.0
BSN,5895-01-6590453,8.0,0.0,-8.0
MDM,5895-14-5453534,8.0,0.0,-8.0
SDR,5895-14-5866357,8.0,0.0,-8.0
MDM,5895-01-6548907,11.0,3.0,-8.0
MDM,5836-37-5349926,8.0,0.0,-8.0
TLE,7025-01-6795313,8.0,0.0,-8.0
LYO,7025-01-6241110,8.0,0.0,-8.0
TLE,7025-01-6735508,8.0,0.0,-8.0
BSN,7021-14-6051633,8.0,0.0,-8.0
BSN,7021-01-7206770,8.0,0.0,-8.0
TLE,7025-01-6429656,8.0,0.0,-8.0
MSE,7025-14-5812059,8.0,0.0,-8.0
SDR,5895-01-6412003,8.0,0.0,-8.0
TLE,7025-01-6409763,8.0,0.0,-8.0
SZA,7025-01-6473968,8.0,0.0,-8.0
BST,5998-14-5540116,14.0,6.0,-8.0
SZA,7025-01-6691110,8.0,0.0,-8.0
MDM,5805-01-6721744,9.0,1.0,-8.0
BSN,6130-14-4252186,8.0,0.0,-8.0
VCS,5930-01-6692243,8.0,0.0,-8.0
BSN,6130-01-5481101,8.0,0.0,-8.0
VCS,5963-01-5295714,8.0,0.0,-8.0
STG,5998-01-6238898,8.0,0.0,-8.0
MSE,7025-01-6559437,8.0,0.0,-8.0
VCS,5975-14-5882845,8.0,0.0,-8.0
BSN,6030-14-5906127,8.0,0.0,-8.0
SDR,5895-14-5648877,8.0,0.0,-8.0
MSE,7025-01-6751952,8.0,0.0,-8.0
MDM,7025-01-6065502,8.0,0.0,-8.0
LMV,6021-01-6613538,8.0,0.0,-8.0
BST,5998-14-5649434,10.0,2.0,-8.0
BST,7050-14-5823984,8.0,0.0,-8.0
NCY,5805-01-6721744,8.0,0.0,-8.0
RNS,7025-01-5290112,8.0,0.0,-8.0
NCY,5805-01-6312047,8.0,0.0,-8.0
BST,7025-37-5317196,8.0,0.0,-8.0
BST,7025-37-5279291,8.0,0.0,-8.0
RNS,7025-01-6030064,8.0,0.0,-8.0
TLN,5825-01-5391144,8.0,0.0,-8.0
LLG,6130-14-5147163,8.0,0.0,-8.0
BST,7025-14-5947646,8.0,0.0,-8.0
TLN,5820-99-8611083,8.0,0.0,-8.0
BST,7025-14-5884228,8.0,0.0,-8.0
BST,7025-14-5849752,8.0,0.0,-8.0
BST,7025-14-5849742,8.0,0.0,-8.0
MTY,DIRI-14-0006424,8.0,0.0,-8.0
SZA,5999-14-5416056,8.0,0.0,-8.0
TLN,5820-22-6224794,8.0,0.0,-8.0
LLG,7010-14-5767614,8.0,0.0,-8.0
LLG,7021-14-5537576,8.0,0.0,-8.0
BST,7025-01-7061923,8.0,0.0,-8.0
MTY,9030-DI-0012017,8.0,0.0,-8.0
TRS,6130-14-5895247,8.0,0.0,-8.0
BST,7025-01-6608832,8.0,0.0,-8.0
BST,7490-33-2195754,8.0,0.0,-8.0
BST,9080-DI-0362021,9.0,1.0,-8.0
SZA,5998-14-5649245,8.0,0.0,-8.0
LLG,5998-14-4252193,8.0,0.0,-8.0
RNS,7010-01-6441911,8.0,0.0,-8.0
LLG,5998-14-4491644,8.0,0.0,-8.0
CFD,5998-14-5164119,8.0,0.0,-8.0
CFD,5975-14-5882845,8.0,0.0,-8.0
NCY,5820-12-3957334,8.0,0.0,-8.0
SZA,5998-14-5649253,8.0,0.0,-8.0
LLG,5998-14-5416047,8.0,0.0,-8.0
NCY,5810-14-5872750,8.0,0.0,-8.0
TRS,6130-01-6601192,8.0,0.0,-8.0
NCY,5810-14-5872748,8.0,0.0,-8.0
LLG,5998-14-5522246,8.0,0.0,-8.0
TRS,6130-14-4392517,8.0,0.0,-8.0
RNS,7010-14-6035260,8.0,0.0,-8.0
RNS,7010-14-6050890,8.0,0.0,-8.0
LLG,5998-14-5649253,8.0,0.0,-8.0
STG,7025-01-6013212,8.0,0.0,-8.0
TRS,6130-14-5449731,8.0,0.0,-8.0
LLG,5998-14-5709364,8.0,0.0,-8.0
TRS,6130-14-5629194,8.0,0.0,-8.0
RNS,7021-99-1473704,8.0,0.0,-8.0
TRS,7010-14-5918742,8.0,0.0,-8.0
LLG,7050-14-4862385,8.0,0.0,-8.0
LLG,8120-14-5483623,8.0,0.0,-8.0
RNS,7025-14-5947791,8.0,0.0,-8.0
TRS,7025-01-6795313,8.0,0.0,-8.0
TRS,7025-01-6831398,8.0,0.0,-8.0
LMV,5998-14-4761919,8.0,0.0,-8.0
TRS,7025-01-7068901,8.0,0.0,-8.0
BST,6130-14-4647396,8.0,0.0,-8.0
BST,6130-14-4535527,8.0,0.0,-8.0
BST,6130-12-3701839,8.0,0.0,-8.0
RNS,7025-14-6017458,8.0,0.0,-8.0
LMV,5998-14-5216509,8.0,0.0,-8.0
LMV,5998-14-5223327,8.0,0.0,-8.0
MTY,7025-01-5388114,8.0,0.0,-8.0
RNS,7025-14-6063849,8.0,0.0,-8.0
BST,6110-14-6015461,8.0,0.0,-8.0
MTY,7025-01-5331961,8.0,0.0,-8.0
TRS,7025-14-5674850,8.0,0.0,-8.0
BST,6030-14-5906127,8.0,0.0,-8.0
LMV,5998-14-5906143,8.0,0.0,-8.0
BST,5998-14-6021506,8.0,0.0,-8.0
RNS,7025-20-0063155,8.0,0.0,-8.0
LMV,5998-58-0013270,8.0,0.0,-8.0
RNS,7025-14-5947646,8.0,0.0,-8.0
LMV,5975-58-0013321,8.0,0.0,-8.0
LMV,5975-14-6039259,8.0,0.0,-8.0
BST,6710-01-6661357,13.0,5.0,-8.0
TLN,5820-01-6504028,8.0,0.0,-8.0
LLG,DIRI-14-0001363,8.0,0.0,-8.0
RNS,7025-01-6997334,8.0,0.0,-8.0
LMV,5805-14-5649508,8.0,0.0,-8.0
BST,7025-01-5351685,8.0,0.0,-8.0
BST,7025-01-5259491,8.0,0.0,-8.0
LMV,5810-14-5860297,8.0,0.0,-8.0
MTY,7025-14-5812059,8.0,0.0,-8.0
BST,7021-14-5910088,8.0,0.0,-8.0
BST,7021-14-5732751,8.0,0.0,-8.0
LMV,5999-14-5984418,8.0,0.0,-8.0
LMV,5895-01-6446663,8.0,0.0,-8.0
LMV,5895-14-4839707,8.0,0.0,-8.0
BST,7010-14-5926783,8.0,0.0,-8.0
LMV,5895-14-5637549,8.0,0.0,-8.0
LMV,5895-14-5660254,8.0,0.0,-8.0
TRS,7025-01-5410959,8.0,0.0,-8.0
BST,7010-01-6878966,8.0,0.0,-8.0
BST,7010-01-6516598,11.0,3.0,-8.0
BST,7010-01-6235394,8.0,0.0,-8.0
LMV,5961-14-5801528,8.0,0.0,-8.0
BST,6730-12-3903648,8.0,0.0,-8.0
LMV,5895-01-6864664,8.0,0.0,-8.0
CFD,7025-01-5388114,8.0,0.0,-8.0
BSN,5820-14-5649877,8.0,0.0,-8.0
MDM,7025-01-6477522,8.0,0.0,-8.0
TLE,5998-01-5061771,8.0,0.0,-8.0
SRS,7025-01-6950552,8.0,0.0,-8.0
AVD,7025-14-5947967,8.0,0.0,-8.0
MRC,7025-01-6735508,8.0,0.0,-8.0
MRC,7025-01-6691110,9.0,1.0,-8.0
VLY,7021-14-4485660,8.0,0.0,-8.0
AVD,7025-01-6429667,8.0,0.0,-8.0
MRC,5895-01-6846122,8.0,0.0,-8.0
MRC,5895-01-6923287,8.0,0.0,-8.0
AVD,7025-01-5898541,8.0,0.0,-8.0
MRC,5895-14-5356494,8.0,0.0,-8.0
TLE,5985-14-5223378,8.0,0.0,-8.0
SRS,7025-14-59252342,8.0,0.0,-8.0
SRS,7025-14-5926189,8.0,0.0,-8.0
MRC,5895-14-5730049,8.0,0.0,-8.0
AVD,7010-14-5848761,8.0,0.0,-8.0
SRS,7025-14-5931129,8.0,0.0,-8.0
AVD,7010-14-5534805,8.0,0.0,-8.0
MRC,5895-14-5784105,8.0,0.0,-8.0
TLE,5985-14-4186468,8.0,0.0,-8.0
MRC,5895-14-5886322,8.0,0.0,-8.0
TLE,5998-01-5372086,8.0,0.0,-8.0
SRS,7025-14-5947394,8.0,0.0,-8.0
MRC,7025-01-6908348,8.0,0.0,-8.0
MRC,7025-01-6950552,8.0,0.0,-8.0
MLY,6130-14-5648974,8.0,0.0,-8.0
BCE,7025-01-5455184,8.0,0.0,-8.0
TLE,5998-14-5216511,8.0,0.0,-8.0
TLE,5998-14-5126210,8.0,0.0,-8.0
SRS,7010-14-5615403,8.0,0.0,-8.0
MRC,7025-14-5947596,8.0,0.0,-8.0
SRS,7010-14-5767614,8.0,0.0,-8.0
VLY,6130-01-6470900,8.0,0.0,-8.0
TLE,5998-14-4978786,8.0,0.0,-8.0
MLY,7025-14-5953534,8.0,0.0,-8.0
MLY,7025-15-0010786,8.0,0.0,-8.0
MLY,7025-20-0047792,8.0,0.0,-8.0
SRS,7025-01-5898446,8.0,0.0,-8.0
SRS,7025-01-6145572,8.0,0.0,-8.0
VLY,6130-14-6064794,8.0,0.0,-8.0
TLE,5998-14-4760551,8.0,0.0,-8.0
TLE,5998-14-4392518,8.0,0.0,-8.0
AVD,DIRI-14-0003149,8.0,0.0,-8.0
TLE,5998-01-6250503,8.0,0.0,-8.0
MRC,7025-01-7006887,12.0,4.0,-8.0
AVD,8145-01-5572759,8.0,0.0,-8.0
SRS,7025-01-6913044,8.0,0.0,-8.0
MRC,5915-14-4852181,8.0,0.0,-8.0
MRC,5920-14-4768783,8.0,0.0,-8.0
AVD,6130-14-56789052,8.0,0.0,-8.0
AVD,5805-14-5395175,8.0,0.0,-8.0
VLY,7025-14-6067009,8.0,0.0,-8.0
VLY,7025-15-0010786,8.0,0.0,-8.0
MRC,5998-14-4852175,8.0,0.0,-8.0
VLY,7025-15-0168229,8.0,0.0,-8.0
TLE,5975-01-4686034,8.0,0.0,-8.0
MRC,5998-14-5416054,8.0,0.0,-8.0
SRS,7050-01-6786867,8.0,0.0,-8.0
SRS,7050-14-5939395,8.0,0.0,-8.0
MRC,5998-58-0013348,8.0,0.0,-8.0
MRC,6030-01-6613575,8.0,0.0,-8.0
MRC,6030-01-6648246,8.0,0.0,-8.0
MRC,6130-14-5895247,8.0,0.0,-8.0
ANTACL,5998-14-5890370,8.0,0.0,-8.0
MRC,6110-14-5792919,8.0,0.0,-8.0
TLE,5895-22-6262046,8.0,0.0,-8.0
ANTACL,5895-14-6047446,8.0,0.0,-8.0
TLE,5895-15-1894669,8.0,0.0,-8.0
ANTACL,5810-14-5860295,8.0,0.0,-8.0
MRC,6130-14-4491648,8.0,0.0,-8.0
TLE,5895-14-6055132,8.0,0.0,-8.0
MRC,5998-14-4719781,8.0,0.0,-8.0
AVD,5825-14-6115901,8.0,0.0,-8.0
SRS,7025-15-0010786,8.0,0.0,-8.0
AVD,5895-01-4758630,8.0,0.0,-8.0
VLY,7025-01-6611870,8.0,0.0,-8.0
TLE,5985-01-6816342,8.0,0.0,-8.0
TLE,5985-01-0268770,8.0,0.0,-8.0
SRS,7025-14-5947679,8.0,0.0,-8.0
SRS,7025-14-5948049,8.0,0.0,-8.0
MRC,7025-01-5000393,8.0,0.0,-8.0
MRC,7010-14-6115093,8.0,0.0,-8.0
MRC,5985-14-2667257,8.0,0.0,-8.0
MRC,5985-14-4261800,8.0,0.0,-8.0
MRC,5985-14-5223370,8.0,0.0,-8.0
BCE,7025-01-5990538,8.0,0.0,-8.0
MRC,5985-14-5223374,8.0,0.0,-8.0
AVD,5985-01-5858534,8.0,0.0,-8.0
AVD,5961-14-5838016,8.0,0.0,-8.0
TLE,5895-14-5061100,8.0,0.0,-8.0
SRS,7025-14-6017458,8.0,0.0,-8.0
TLE,5895-14-5223347,8.0,0.0,-8.0
MRC,5998-14-4252211,8.0,0.0,-8.0
AVD,5895-14-4261912,8.0,0.0,-8.0
MRC,5998-14-4491641,8.0,0.0,-8.0
AVD,5895-01-6589391,8.0,0.0,-8.0
MRC,5998-14-4491651,8.0,0.0,-8.0
AVD,5985-12-4260345,8.0,0.0,-8.0
MDM,7025-01-6429635,11.0,3.0,-8.0
BCE,7025-01-6113327,8.0,0.0,-8.0
MRC,7025-14-6063400,8.0,0.0,-8.0
SDR,7025-14-6034814,8.0,0.0,-8.0
MLF,5836-37-5349926,8.0,0.0,-8.0
MSE,5810-14-5879461,8.0,0.0,-8.0
BRY,6130-14-5649300,8.0,0.0,-8.0
BRY,6130-01-6798090,8.0,0.0,-8.0
BRY,5998-14-5729629,8.0,0.0,-8.0
BRY,5998-14-5649223,8.0,0.0,-8.0
BRY,5998-14-5594755,8.0,0.0,-8.0
BRY,5998-14-5217075,8.0,0.0,-8.0
MLF,5895-14-5795214,8.0,0.0,-8.0
BRY,5998-14-5115509,8.0,0.0,-8.0
TLE,6130-14-4852167,8.0,0.0,-8.0
VLY,5836-37-5349926,8.0,0.0,-8.0
MSE,5810-14-5860295,8.0,0.0,-8.0
MSE,5805-14-5883097,8.0,0.0,-8.0
MLF,5930-01-6692243,8.0,0.0,-8.0
TLE,6130-01-6858032,8.0,0.0,-8.0
STG,5895-22-6262046,8.0,0.0,-8.0
VLY,5895-01-6658656,8.0,0.0,-8.0
MLF,6130-01-6439237,8.0,0.0,-8.0
MLF,6130-01-6475354,8.0,0.0,-8.0
BRY,6625-01-5549826,8.0,0.0,-8.0
MLF,6130-01-6997444,8.0,0.0,-8.0
VLY,5810-14-6104556,8.0,0.0,-8.0
SDR,7025-14-5534827,8.0,0.0,-8.0
BSN,5810-14-6075553,8.0,0.0,-8.0
MDM,7025-01-6680574,8.0,0.0,-8.0
VCS,7025-01-5455184,8.0,0.0,-8.0
MDM,7025-01-6840925,8.0,0.0,-8.0
VCS,7025-01-6241110,8.0,0.0,-8.0
MDM,7025-01-6906089,13.0,5.0,-8.0
MDM,7025-14-5884199,8.0,0.0,-8.0
MDM,7025-14-5959761,8.0,0.0,-8.0
MDM,7035-14-5860689,8.0,0.0,-8.0
MSE,5895-01-5240156,8.0,0.0,-8.0
MSE,5895-01-4758630,8.0,0.0,-8.0
BRY,7025-01-6908348,8.0,0.0,-8.0
MDM,9020-DI-1082016,8.0,0.0,-8.0
BRY,7025-01-6659124,8.0,0.0,-8.0
BRY,7025-01-6644525,8.0,0.0,-8.0
MDM,DIRI-14-0000189,8.0,0.0,-8.0
TLE,6130-14-5895247,8.0,0.0,-8.0
BRY,7025-01-6336396,8.0,0.0,-8.0
BRY,7025-01-6295560,8.0,0.0,-8.0
STG,5975-14-5882187,8.0,0.0,-8.0
TLE,6130-14-5796460,8.0,0.0,-8.0
MLF,5820-01-6785684,8.0,0.0,-8.0
TLE,6130-01-6429643,8.0,0.0,-8.0
SRS,5805-14-5649505,8.0,0.0,-8.0
SRS,5805-14-5795343,8.0,0.0,-8.0
BLD,6030-12-4013271,8.0,0.0,-8.0
MLF,7035-14-5741548,8.0,0.0,-8.0
MLF,7035-14-5741551,8.0,0.0,-8.0
MRC,7035-14-5860693,11.0,3.0,-8.0
TLE,5810-14-5763435,8.0,0.0,-8.0
TLE,5810-14-5860301,8.0,0.0,-8.0
SRS,5975-01-6778703,8.0,0.0,-8.0
VLY,5998-14-4491289,8.0,0.0,-8.0
BLD,5895-14-5606807,8.0,0.0,-8.0
BLD,5895-01-6798099,8.0,0.0,-8.0
MLF,9030-DI-1132016,8.0,0.0,-8.0
TLE,5998-14-5660379,8.0,0.0,-8.0
BLD,5810-14-5860301,8.0,0.0,-8.0
VLY,5998-14-5115541,8.0,0.0,-8.0
TLE,5998-14-5530408,8.0,0.0,-8.0
MLY,5895-01-6312265,8.0,0.0,-8.0
BCE,7035-14-5860689,8.0,0.0,-8.0
BCE,7025-14-5965759,8.0,0.0,-8.0
MLY,5998-01-6193757,8.0,0.0,-8.0
MLY,5998-14-4603767,8.0,0.0,-8.0
STG,5895-01-6590453,8.0,0.0,-8.0
MLF,7025-17-1305822,8.0,0.0,-8.0
BLD,7010-01-6441911,8.0,0.0,-8.0
MLF,7025-14-6066997,8.0,0.0,-8.0
MLF,7025-14-6008759,8.0,0.0,-8.0
BRY,5820-14-5704786,8.0,0.0,-8.0
BRY,5805-01-6442680,8.0,0.0,-8.0
BRY,5805-01-6414432,8.0,0.0,-8.0
TLE,6130-01-4521955,8.0,0.0,-8.0
BLD,9040-DI-0012023,8.0,0.0,-8.0
SRS,5810-14-6013220,8.0,0.0,-8.0
MLF,7021-14-5884731,8.0,0.0,-8.0
BLD,7035-14-5735153,8.0,0.0,-8.0
VLY,5965-14-5513844,8.0,0.0,-8.0
BLD,7035-01-6600795,8.0,0.0,-8.0
BCE,7025-01-6519677,8.0,0.0,-8.0
MLF,7025-01-5608207,8.0,0.0,-8.0
MLF,7025-01-5868738,8.0,0.0,-8.0
MRC,9060-DI-0032022,8.0,0.0,-8.0
TLE,6030-14-5906140,8.0,0.0,-8.0
MRC,9010-DI-1072013,8.0,0.0,-8.0
MRC,9010-DI-1032013,8.0,0.0,-8.0
SRS,5895-01-6846122,8.0,0.0,-8.0
BLD,7025-01-6150953,8.0,0.0,-8.0
VLY,5998-14-4109585,8.0,0.0,-8.0
BLD,7025-01-4560446,8.0,0.0,-8.0
MLF,7025-14-5940652,8.0,0.0,-8.0
MRC,9070-DI-0382020,8.0,0.0,-8.0
TRS,5998-58-0013347,8.0,0.0,-8.0
DRN,5998-14-5812746,8.0,0.0,-8.0
CHG,5895-14-5854233,9.0,1.0,-8.0
RNS,6080-14-5660388,8.0,0.0,-8.0
NCY,5998-14-5649434,8.0,0.0,-8.0
NCY,5998-58-0013347,8.0,0.0,-8.0
CHG,7025-14-5936588,8.0,0.0,-8.0
RNS,5998-14-4636521,8.0,0.0,-8.0
LLG,5915-14-4852181,8.0,0.0,-8.0
CGC,5120-12-4068022,8.0,0.0,-8.0
CGC,6130-14-5648974,8.0,0.0,-8.0
LLG,5895-25-1509796,8.0,0.0,-8.0
TRS,5810-14-5763435,8.0,0.0,-8.0
TLN,5975-14-6014460,8.0,0.0,-8.0
CHN,6625-01-5549826,8.0,0.0,-8.0
RNS,5998-01-6246458,8.0,0.0,-8.0
NCY,5998-58-0011818,8.0,0.0,-8.0
NCY,5895-14-5462684,8.0,0.0,-8.0
CHG,5820-22-6229684,12.0,4.0,-8.0
CHG,7025-14-5564512,8.0,0.0,-8.0
TLN,5998-14-5164413,8.0,0.0,-8.0
CHG,5805-14-5745935,8.0,0.0,-8.0
TLN,5895-01-6923287,8.0,0.0,-8.0
CHN,7025-01-6571299,8.0,0.0,-8.0
CHN,7025-01-6429663,8.0,0.0,-8.0
TLN,5975-14-4875871,8.0,0.0,-8.0
CHN,7025-01-6241110,8.0,0.0,-8.0
CHG,5820-14-5875891,8.0,0.0,-8.0
TLN,5895-14-5514468,8.0,0.0,-8.0
TRS,5975-14-4392523,8.0,0.0,-8.0
NCY,5895-14-5648877,8.0,0.0,-8.0
CHN,7025-01-6162699,8.0,0.0,-8.0
RNS,5998-14-5936131,8.0,0.0,-8.0
RNS,6130-15-0220174,8.0,0.0,-8.0
TLN,5895-01-6974391,8.0,0.0,-8.0
TRS,5895-01-6998026,8.0,0.0,-8.0
CGC,5810-14-5872748,8.0,0.0,-8.0
TLN,5895-01-6850029,8.0,0.0,-8.0
ITS,6645-01-6803728,8.0,0.0,-8.0
LLG,5895-14-5591085,8.0,0.0,-8.0
ITS,7025-01-6571299,8.0,0.0,-8.0
RNS,5998-14-4491645,8.0,0.0,-8.0
ITS,7025-01-6446649,8.0,0.0,-8.0
TLN,5895-14-5878983,8.0,0.0,-8.0
RNS,5998-14-4535516,8.0,0.0,-8.0
CHN,5895-01-6589391,8.0,0.0,-8.0
RNS,5998-14-4536850,8.0,0.0,-8.0
TLN,5998-14-4491658,8.0,0.0,-8.0
ITS,7025-01-6145572,8.0,0.0,-8.0
TRS,5998-14-5416054,8.0,0.0,-8.0
RNS,5998-14-5649411,8.0,0.0,-8.0
CHG,5998-14-5271249,8.0,0.0,-8.0
LLE,7025-14-5453121,8.0,0.0,-8.0
ITS,7025-01-5393273,8.0,0.0,-8.0
LLG,5895-01-6589391,8.0,0.0,-8.0
CGC,5820-01-6785684,8.0,0.0,-8.0
LLE,7025-01-6519677,8.0,0.0,-8.0
TRS,5998-14-5416049,8.0,0.0,-8.0
CHG,5895-14-5223317,8.0,0.0,-8.0
TLN,5998-14-4761902,8.0,0.0,-8.0
SZA,5996-14-5802897,8.0,0.0,-8.0
TLN,5998-14-4761677,8.0,0.0,-8.0
TLN,5998-14-4491655,8.0,0.0,-8.0
TRS,5998-14-4392521,8.0,0.0,-8.0
NCY,5975-14-5882845,8.0,0.0,-8.0
CHG,5998-14-5729629,8.0,0.0,-8.0
CHG,5998-14-5648977,9.0,1.0,-8.0
CGC,5895-14-5466668,8.0,0.0,-8.0
CHG,5895-14-5805327,8.0,0.0,-8.0
CGC,5895-14-4626374,8.0,0.0,-8.0
TLN,5895-14-5781861,8.0,0.0,-8.0
LLG,5805-14-5649505,8.0,0.0,-8.0
CHN,5998-01-5863401,8.0,0.0,-8.0
LLG,5895-14-5603031,8.0,0.0,-8.0
NCY,5895-01-6692703,8.0,0.0,-8.0
TLN,5998-14-4252193,8.0,0.0,-8.0
RNS,5998-20-0025414,8.0,0.0,-8.0
TLN,5998-01-6590122,8.0,0.0,-8.0
CGC,9010-DI-1032013,8.0,0.0,-8.0
TRS,5895-14-4839705,8.0,0.0,-8.0
LLE,7025-01-4605191,8.0,0.0,-8.0
TRS,5998-58-0013270,8.0,0.0,-8.0
CHG,5805-14-5694774,8.0,0.0,-8.0
LLE,7025-01-4636408,8.0,0.0,-8.0
CGC,5998-01-6125988,8.0,0.0,-8.0
CHG,7021-14-6067262,8.0,0.0,-8.0
CFD,7025-14-5564512,8.0,0.0,-8.0
CHN,7050-41-0028138,8.0,0.0,-8.0
ITS,6130-01-6745903,8.0,0.0,-8.0
TLN,5998-14-5416046,8.0,0.0,-8.0
ITS,7025-20-0047792,8.0,0.0,-8.0
LLE,7490-01-6289942,8.0,0.0,-8.0
TRS,5975-58-0013321,8.0,0.0,-8.0
LLE,5998-01-6429069,8.0,0.0,-8.0
CFD,7025-01-6707527,8.0,0.0,-8.0
CHN,9080-DI-0392021,8.0,0.0,-8.0
NCY,6130-01-6101579,8.0,0.0,-8.0
TRS,5998-14-4978787,8.0,0.0,-8.0
RNS,5998-14-5416042,8.0,0.0,-8.0
TRS,5895-14-5356494,8.0,0.0,-8.0
RNS,5998-14-5223319,8.0,0.0,-8.0
ITS,5998-14-5660379,8.0,0.0,-8.0
RNS,5998-14-5416046,8.0,0.0,-8.0
RNS,5998-14-5416049,8.0,0.0,-8.0
TRS,5985-14-5812060,8.0,0.0,-8.0
NCY,5985-14-5369551,8.0,0.0,-8.0
CGC,7050-01-5384626,8.0,0.0,-8.0
RNS,5998-14-5164413,8.0,0.0,-8.0
RNS,5985-14-5129563,8.0,0.0,-8.0
NCY,5985-14-5325606,8.0,0.0,-8.0
