nomenclature,deficit_total,deficit_moyen,nb_magasins,total_exploitation,total_stock
5445-14-5351210,-1.0,-1.0,1,1.0,0.0
5445-14-5351211,-1.0,-1.0,1,1.0,0.0
5445-14-5351142,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001998,-1.0,-1.0,1,1.0,0.0
5445-14-5351212,-1.0,-1.0,1,1.0,0.0
5445-14-5351214,-1.0,-1.0,1,1.0,0.0
5445-14-5351229,-1.0,-1.0,1,1.0,0.0
5445-14-5362286,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002112,-1.0,-1.0,1,1.0,0.0
5445-14-5362287,-1.0,-1.0,1,1.0,0.0
5445-14-5400639,-1.0,-1.0,1,1.0,0.0
5445-14-5400642,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001886,-1.0,-0.33,3,2.0,1.0
DIRI-14-0001883,-1.0,-1.0,1,1.0,0.0
5445-14-5351140,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001848,-1.0,-1.0,1,1.0,0.0
5445-14-5400665,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001799,-1.0,-1.0,1,1.0,0.0
5445-14-5401430,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001758,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002771,-1.0,-1.0,1,1.0,0.0
5445-14-5351147,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002125,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000806,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002364,-1.0,-1.0,1,1.0,0.0
5445-14-5351156,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002545,-1.0,-1.0,1,1.0,0.0
5445-14-5351157,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002521,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002464,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002431,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002409,-1.0,-1.0,1,1.0,0.0
5445-14-5351153,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002393,-1.0,-1.0,1,1.0,0.0
5445-14-5351158,-1.0,-1.0,1,1.0,0.0
5445-14-5351163,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002365,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002339,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002691,-1.0,-0.5,2,2.0,1.0
DIRI-14-0002319,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002316,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002637,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002307,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002297,-1.0,-1.0,1,1.0,0.0
5445-14-5351179,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002645,-1.0,-1.0,1,1.0,0.0
5445-14-5351180,-1.0,-1.0,1,1.0,0.0
5445-14-5351181,-1.0,-1.0,1,1.0,0.0
5445-14-5351182,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002183,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002169,-1.0,-1.0,1,1.0,0.0
5445-14-5401433,-1.0,-1.0,1,1.0,0.0
5445-14-5351137,-1.0,-1.0,1,1.0,0.0
5445-14-5401443,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001100,-1.0,-1.0,1,1.0,0.0
5805-14-5019705,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001238,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001228,-1.0,-1.0,1,1.0,0.0
5805-14-5395174,-1.0,-1.0,1,1.0,0.0
5805-14-5409448,-1.0,-0.33,3,8.0,7.0
DIRI-14-0002887,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001170,-1.0,-1.0,1,1.0,0.0
5445-14-5351100,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001141,-1.0,-1.0,1,1.0,0.0
5805-14-5649500,-1.0,-0.5,2,2.0,1.0
5805-14-5690090,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002927,-1.0,-1.0,1,1.0,0.0
5805-99-5825997,-1.0,-1.0,1,1.0,0.0
5445-14-5402737,-1.0,-1.0,1,1.0,0.0
5445-14-5348211,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002932,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002942,-1.0,-1.0,1,1.0,0.0
5445-14-5348210,-1.0,-1.0,1,1.0,0.0
5810-01-7054958,-1.0,-1.0,1,1.0,0.0
5810-14-5455847,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001029,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000976,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000950,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002978,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002995,-1.0,-1.0,1,1.0,0.0
5810-14-6013574,-1.0,-1.0,1,1.0,0.0
5445-14-5351113,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001276,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001285,-1.0,-1.0,1,1.0,0.0
5805-14-4887753,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001690,-1.0,-1.0,1,1.0,0.0
5445-14-5351136,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001649,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002800,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001622,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001618,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001608,-1.0,-1.0,1,1.0,0.0
5445-14-5351122,-1.0,-1.0,1,1.0,0.0
5445-14-5513276,-1.0,-1.0,1,1.0,0.0
5805-01-5717143,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002850,1.0,0.25,4,13.0,14.0
DIRI-14-0001524,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001486,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001473,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001463,-1.0,-1.0,1,1.0,0.0
5445-14-5351115,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001428,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001424,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001408,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002880,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001384,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001379,-1.0,-1.0,1,1.0,0.0
5805-14-4488393,-1.0,-1.0,1,1.0,0.0
DIRI-14-0001346,-1.0,-1.0,1,1.0,0.0
5805-14-4700866,-1.0,-1.0,1,1.0,0.0
5820-15-1887646,-1.0,-1.0,1,1.0,0.0
5820-22-6153269,-1.0,-1.0,1,1.0,0.0
5895-14-5244582,-1.0,-1.0,1,1.0,0.0
5895-01-6680665,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004689,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004730,-1.0,-1.0,1,1.0,0.0
4140-14-5325610,-1.0,-1.0,1,1.0,0.0
7050-14-5959207,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004741,-1.0,-1.0,1,1.0,0.0
4140-14-5183773,-1.0,-1.0,1,1.0,0.0
5895-01-6589398,-1.0,-1.0,1,1.0,0.0
4140-14-4364894,-1.0,-1.0,1,1.0,0.0
4140-12-3407331,-1.0,-1.0,1,1.0,0.0
5895-01-6597694,-1.0,-1.0,1,1.0,0.0
5895-01-6601945,-1.0,-0.5,2,3.0,2.0
5895-01-6615010,-1.0,-1.0,1,1.0,0.0
5895-01-6680684,-1.0,-1.0,1,1.0,0.0
7050-14-6109455,-1.0,-1.0,1,1.0,0.0
4130-99-1522043,-1.0,-1.0,1,1.0,0.0
5895-01-6788454,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004791,-1.0,-1.0,1,1.0,0.0
7050-14-5696553,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004800,-1.0,-1.0,1,1.0,0.0
4130-14-5799220,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004834,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004842,-1.0,-1.0,1,1.0,0.0
5895-01-6821427,-1.0,-1.0,1,1.0,0.0
7050-14-5451523,-1.0,-1.0,1,1.0,0.0
5895-01-6846945,-1.0,-1.0,1,1.0,0.0
7050-14-4779189,-1.0,-1.0,1,1.0,0.0
4140-14-5609966,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004649,-1.0,-1.0,1,1.0,0.0
7050-01-7171778,-1.0,-1.0,1,1.0,0.0
5895-01-6059967,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004521,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004525,-1.0,-1.0,1,1.0,0.0
5895-01-5803816,-1.0,-1.0,1,1.0,0.0
5895-01-5842632,1.0,0.25,4,3.0,4.0
DIRI-14-0004554,1.0,0.2,5,6.0,7.0
7435-20-0069949,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004560,-1.0,-1.0,1,1.0,0.0
5895-01-5968947,-1.0,-1.0,1,1.0,0.0
5895-01-5971419,-1.0,-1.0,1,1.0,0.0
7195-14-6118781,-1.0,-1.0,1,1.0,0.0
5895-01-6013221,1.0,0.33,3,6.0,7.0
4320-12-4112899,-1.0,-1.0,1,1.0,0.0
5895-01-6083467,-1.0,-1.0,1,1.0,0.0
5895-01-6469979,-1.0,-1.0,1,1.0,0.0
4310-15-0087739,-1.0,-1.0,1,1.0,0.0
5895-01-6083500,-1.0,-1.0,1,1.0,0.0
4240-14-5445438,-1.0,-1.0,1,1.0,0.0
5895-01-6108949,-1.0,-0.5,2,2.0,1.0
5895-01-6169576,-1.0,-1.0,1,1.0,0.0
5895-01-6222411,-1.0,-1.0,1,1.0,0.0
4210-14-5567056,-1.0,-1.0,1,1.0,0.0
5895-01-6244919,-1.0,-1.0,1,1.0,0.0
4210-14-5483597,-1.0,-1.0,1,1.0,0.0
5895-01-6300381,-1.0,-1.0,1,1.0,0.0
7050-21-9005558,-1.0,-1.0,1,1.0,0.0
5895-01-6469018,-1.0,-1.0,1,8.0,7.0
DIRI-14-0004862,-1.0,-1.0,1,1.0,0.0
5895-01-6948425,-1.0,-1.0,1,1.0,0.0
9070-DI-0012023,1.0,0.33,3,3.0,4.0
7035-14-6108263,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005129,-1.0,-1.0,1,1.0,0.0
7035-30-7006994,-1.0,-1.0,1,1.0,0.0
5895-14-4252239,1.0,0.5,2,1.0,2.0
7035-22-6264737,-1.0,-1.0,1,1.0,0.0
5895-14-4440371,-1.0,-1.0,1,1.0,0.0
7035-20-0049437,-1.0,-1.0,1,1.0,0.0
5895-14-4610221,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005137,-1.0,-1.0,1,1.0,0.0
5895-14-4673769,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005144,-1.0,-1.0,1,1.0,0.0
7035-14-6111394,-1.0,-1.0,1,1.0,0.0
5895-14-4716211,-1.0,-1.0,1,1.0,0.0
7035-14-6102050,-1.0,-1.0,1,1.0,0.0
4120-99-8585927,-1.0,-1.0,1,1.0,0.0
5895-14-4716217,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005147,-1.0,-1.0,1,1.0,0.0
4120-99-7502880,-1.0,-1.0,1,1.0,0.0
7035-14-6092564,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005171,-1.0,-1.0,1,1.0,0.0
5895-14-4888540,1.0,0.33,3,3.0,4.0
7035-14-6007626,-1.0,-1.0,1,1.0,0.0
5895-14-5078877,-1.0,-0.33,3,3.0,2.0
4120-99-6143559,-1.0,-1.0,1,1.0,0.0
5895-14-5163165,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005188,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005189,-1.0,-1.0,1,1.0,0.0
7035-41-0032293,-1.0,-1.0,1,1.0,0.0
7035-41-0032294,-1.0,-1.0,1,1.0,0.0
4130-14-5795467,-1.0,-1.0,1,1.0,0.0
5895-01-7218832,-1.0,-1.0,1,1.0,0.0
5895-01-6999414,-1.0,-1.0,1,1.0,0.0
5895-01-7035663,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004883,-1.0,-1.0,1,1.0,0.0
5895-01-7139084,-1.0,-1.0,1,1.0,0.0
4130-14-5795283,-1.0,-1.0,1,1.0,0.0
7050-01-6568031,-1.0,-0.5,2,2.0,1.0
DIRI-14-0004921,-1.0,-1.0,1,1.0,0.0
7050-01-6314647,1.0,0.33,3,3.0,4.0
5895-01-7195304,-1.0,-1.0,1,1.0,0.0
5895-01-7195598,-1.0,-1.0,1,1.0,0.0
7050-01-5996176,-1.0,-1.0,1,1.0,0.0
5895-01-7211485,-1.0,-1.0,1,1.0,0.0
5895-12-3719577,-1.0,-1.0,1,1.0,0.0
4130-14-5226338,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004930,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004946,-1.0,-1.0,1,1.0,0.0
7050-01-5177412,-1.0,-1.0,1,1.0,0.0
7050-01-5172071,1.0,0.25,4,4.0,5.0
5895-12-4046616,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004996,-1.0,-1.0,1,1.0,0.0
7040-12-3290913,-1.0,-1.0,1,1.0,0.0
4130-14-5740929,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005004,-1.0,-0.5,2,2.0,1.0
DIRI-14-0005037,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002553,-1.0,-1.0,1,1.0,0.0
7035-41-0048664,-1.0,-1.0,1,1.0,0.0
5895-01-5780996,-1.0,-1.0,1,1.0,0.0
5895-01-5762331,-1.0,-1.0,1,1.0,0.0
5895-01-5597336,1.0,0.5,2,1.0,2.0
9010-DI-1032014,-1.0,-0.25,4,13.0,12.0
5830-14-5212767,1.0,0.5,2,3.0,4.0
DIRI-14-0004032,-1.0,-1.0,1,1.0,0.0
5830-14-5548763,1.0,0.5,2,10.0,11.0
DIRI-14-0004034,-1.0,-1.0,1,1.0,0.0
5830-14-5548766,1.0,0.33,3,4.0,5.0
5830-14-5548780,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004046,-1.0,-1.0,1,1.0,0.0
5120-14-5046877,-1.0,-1.0,1,1.0,0.0
5836-01-6178667,-1.0,-1.0,1,1.0,0.0
9010-DI-1062012,1.0,0.33,3,6.0,7.0
5836-01-6178669,-1.0,-1.0,1,1.0,0.0
5836-01-6238873,-1.0,-1.0,1,1.0,0.0
5836-14-5741746,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003991,-1.0,-1.0,1,1.0,0.0
5836-14-5908316,-1.0,-1.0,1,1.0,0.0
5120-14-4889215,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004059,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004066,-1.0,-1.0,1,1.0,0.0
5120-14-4805128,-1.0,-1.0,1,1.0,0.0
5836-14-5958584,-1.0,-1.0,1,1.0,0.0
5836-14-6064212,-1.0,-1.0,1,1.0,0.0
5120-14-4719903,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004093,-1.0,-1.0,1,1.0,0.0
5120-14-4623824,-1.0,-1.0,1,1.0,0.0
5836-14-6113066,-1.0,-1.0,1,1.0,0.0
5836-37-5349927,1.0,0.5,2,2.0,3.0
DIRI-14-0004007,-1.0,-1.0,1,1.0,0.0
5830-14-3026455,-1.0,-0.5,2,4.0,3.0
5895-01-5522544,-1.0,-1.0,1,1.0,0.0
5120-14-5804532,-1.0,-1.0,1,1.0,0.0
9070-DI-0012022,-1.0,-1.0,1,1.0,0.0
7025-21-9117560,-1.0,-1.0,1,1.0,0.0
5820-30-7004765,-1.0,-1.0,1,1.0,0.0
9060-DI-0012023,-1.0,-1.0,1,1.0,0.0
9050-DI-0542024,-1.0,-1.0,1,1.0,0.0
5820-33-2149332,-1.0,-1.0,1,1.0,0.0
5820-37-5407360,-1.0,-1.0,1,1.0,0.0
5820-37-5531577,-1.0,-1.0,1,1.0,0.0
5820-66-1347835,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003830,-1.0,-1.0,1,1.0,0.0
5820-99-2171285,-1.0,-1.0,1,1.0,0.0
5120-14-6055271,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003883,-1.0,-1.0,1,1.0,0.0
5825-22-6226368,-1.0,-1.0,1,1.0,0.0
5120-14-5434306,-1.0,-1.0,1,1.0,0.0
5820-99-6872520,-1.0,-0.5,2,2.0,1.0
5120-14-5177543,-1.0,-1.0,1,1.0,0.0
5820-99-8435639,-1.0,-1.0,1,1.0,0.0
5820-99-9277191,-1.0,-1.0,1,1.0,0.0
9030-DI-1012012,-1.0,-0.25,4,6.0,5.0
5821-14-5348948,-1.0,-1.0,1,1.0,0.0
9030-DI-0022016,-1.0,-1.0,1,1.0,0.0
5825-01-5847918,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003968,-1.0,-1.0,1,1.0,0.0
5825-14-0418734,-1.0,-1.0,1,1.0,0.0
9020-DI-1032013,-1.0,-1.0,1,1.0,0.0
9010-DI-1002005,-1.0,-1.0,1,1.0,0.0
5120-14-4209538,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004186,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004487,-1.0,-1.0,1,1.0,0.0
4910-12-1820628,-1.0,-1.0,1,1.0,0.0
5895-01-5169091,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004402,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004407,-1.0,-1.0,1,1.0,0.0
5895-01-5183552,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004418,-1.0,-1.0,1,1.0,0.0
4820-99-8425639,-1.0,-1.0,1,1.0,0.0
5895-01-5225588,-1.0,-1.0,1,1.0,0.0
5895-01-5336835,-1.0,-0.33,3,2.0,1.0
5895-01-5354393,-1.0,-1.0,1,1.0,0.0
5895-01-5365589,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004459,-1.0,-1.0,1,1.0,0.0
5895-01-5378001,-1.0,-1.0,1,1.0,0.0
5840-14-5262195,-1.0,-0.5,2,3.0,2.0
5895-01-5384068,-1.0,-1.0,1,1.0,0.0
5895-01-5386893,-1.0,-0.25,4,7.0,6.0
4520-12-3098015,-1.0,-1.0,1,1.0,0.0
5895-01-5455178,-1.0,-0.25,4,4.0,3.0
7730-14-5812386,1.0,0.5,2,1.0,2.0
7530-14-4773496,-1.0,-1.0,1,1.0,0.0
7490-99-6027636,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004502,-1.0,-0.5,2,2.0,1.0
5895-01-5455677,-1.0,-1.0,1,1.0,0.0
7490-15-1809691,-1.0,-1.0,1,1.0,0.0
5895-01-5461568,1.0,0.5,2,1.0,2.0
5895-01-5475124,-1.0,-1.0,1,1.0,0.0
5895-01-5079045,-1.0,-1.0,1,1.0,0.0
5895-01-5036291,1.0,0.5,2,1.0,2.0
5895-01-5010286,-1.0,-1.0,1,1.0,0.0
5895-01-4775266,-1.0,-1.0,1,1.0,0.0
5120-14-3004417,-1.0,-1.0,1,1.0,0.0
8145-14-6066395,-1.0,-1.0,1,1.0,0.0
8145-14-6066138,-1.0,-1.0,1,1.0,0.0
8145-14-6065333,-1.0,-1.0,1,1.0,0.0
5840-99-8476806,1.0,0.33,3,1.0,2.0
DIRI-14-0004206,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004232,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004246,-1.0,-1.0,1,1.0,0.0
8145-14-6064815,-1.0,-1.0,1,1.0,0.0
8145-14-6064814,-1.0,-1.0,1,1.0,0.0
5865-12-3885040,-1.0,-1.0,1,1.0,0.0
5865-14-4704390,-1.0,-1.0,1,1.0,0.0
8145-14-6034738,-1.0,-1.0,1,1.0,0.0
4940-14-5517859,-1.0,-1.0,1,1.0,0.0
8145-14-6029115,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004297,-1.0,-1.0,1,1.0,0.0
5895-01-2775163,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004337,1.0,1.0,1,1.0,2.0
4940-01-0926798,-1.0,-1.0,1,1.0,0.0
5895-01-4656834,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004348,-1.0,-1.0,1,1.0,0.0
DIRI-14-0004358,1.0,0.5,2,2.0,3.0
DIRI-14-0004366,-1.0,-1.0,1,1.0,0.0
5895-01-4748659,-1.0,-1.0,1,1.0,0.0
5895-01-4775223,-1.0,-1.0,1,1.0,0.0
7025-21-9205020,-1.0,-1.0,1,1.0,0.0
7025-14-6039776,-1.0,-1.0,1,1.0,0.0
5975-14-5692281,-1.0,-1.0,1,1.0,0.0
6625-01-4593448,-1.0,-1.0,1,1.0,0.0
6625-01-4942133,-1.0,-1.0,1,1.0,0.0
6625-01-4936032,-1.0,-1.0,1,1.0,0.0
6625-01-4712015,-1.0,-1.0,1,1.0,0.0
6625-01-4706507,-1.0,-1.0,1,1.0,0.0
6625-01-4636411,-1.0,-1.0,1,1.0,0.0
6625-01-4607608,-1.0,-1.0,1,1.0,0.0
6625-01-4588323,-1.0,-1.0,1,1.0,0.0
6625-01-5093158,-1.0,-1.0,1,1.0,0.0
6625-01-4585183,-1.0,-1.0,1,1.0,0.0
6625-01-4578567,-1.0,-0.33,3,4.0,3.0
6625-01-4520026,-1.0,-1.0,1,1.0,0.0
6625-01-4519479,-1.0,-1.0,1,1.0,0.0
6625-01-4383469,-1.0,-1.0,1,1.0,0.0
6625-01-4352016,-1.0,-1.0,1,1.0,0.0
6625-01-5041724,1.0,1.0,1,1.0,2.0
6625-01-5127744,-1.0,-1.0,1,1.0,0.0
6625-01-6006774,-1.0,-1.0,1,1.0,0.0
6625-01-5809794,-1.0,-1.0,1,1.0,0.0
7025-01-6331964,-1.0,-1.0,1,1.0,0.0
6625-01-5951630,-1.0,-1.0,1,1.0,0.0
6625-01-5944843,-1.0,-1.0,1,1.0,0.0
6625-01-5895245,-1.0,-1.0,1,1.0,0.0
6625-01-5882216,-1.0,-1.0,1,1.0,0.0
7025-01-6429200,-1.0,-1.0,1,1.0,0.0
6625-01-5708052,-1.0,-1.0,1,1.0,0.0
6625-01-5131067,-1.0,-1.0,1,1.0,0.0
6625-01-5703267,-1.0,-1.0,1,1.0,0.0
6625-01-5584206,-1.0,-1.0,1,1.0,0.0
6625-01-5531062,-1.0,-1.0,1,1.0,0.0
6625-01-5528878,-1.0,-1.0,1,1.0,0.0
6625-01-5394493,-1.0,-1.0,1,1.0,0.0
6625-01-5177240,-1.0,-1.0,1,1.0,0.0
6625-01-4255894,1.0,0.5,2,1.0,2.0
6625-01-4219179,-1.0,-1.0,1,1.0,0.0
6625-01-4092881,-1.0,-1.0,1,1.0,0.0
6160-14-5488462,-1.0,-1.0,1,1.0,0.0
7025-01-6561525,-1.0,-1.0,1,1.0,0.0
6350-14-5361547,-1.0,-1.0,1,1.0,0.0
6350-14-3725528,-1.0,-0.33,3,5.0,4.0
7025-01-6565642,1.0,0.25,4,4.0,5.0
6350-01-6642418,-1.0,-1.0,1,1.0,0.0
6210-14-5350405,-1.0,-1.0,1,1.0,0.0
6145-14-5458691,-1.0,-1.0,1,1.0,0.0
6625-01-3608045,-1.0,-1.0,1,1.0,0.0
7025-01-6589596,-1.0,-1.0,1,1.0,0.0
7025-01-6589635,-1.0,-1.0,1,3.0,2.0
6145-14-5404376,-1.0,-1.0,1,1.0,0.0
7025-01-6596722,-1.0,-1.0,1,1.0,0.0
7025-01-6598308,-1.0,-1.0,1,1.0,0.0
6130-99-9574255,-1.0,-1.0,1,1.0,0.0
6350-14-5482014,-1.0,-1.0,1,1.0,0.0
6350-14-5796770,-1.0,-1.0,1,1.0,0.0
6605-14-6065846,-1.0,-1.0,1,1.0,0.0
6610-14-4723309,-1.0,-1.0,1,1.0,0.0
6625-00-0577684,-1.0,-1.0,1,1.0,0.0
6625-00-2615033,-1.0,-1.0,1,1.0,0.0
6625-00-3549762,-1.0,-0.33,3,3.0,2.0
6625-00-6495070,-1.0,-1.0,1,2.0,1.0
6625-01-0799488,-1.0,-1.0,1,1.0,0.0
6625-01-0813402,-1.0,-1.0,1,1.0,0.0
6625-01-1768354,-1.0,-1.0,1,1.0,0.0
6625-01-2274370,-1.0,-1.0,1,1.0,0.0
6625-01-2572868,-1.0,-1.0,1,1.0,0.0
6625-01-3231521,-1.0,-1.0,1,1.0,0.0
6625-01-3258616,-1.0,-1.0,1,1.0,0.0
6625-01-3372802,-1.0,-1.0,1,1.0,0.0
6625-01-3504320,-1.0,-1.0,1,2.0,1.0
6625-01-5981954,-1.0,-1.0,1,1.0,0.0
7025-01-6299675,-1.0,-1.0,1,1.0,0.0
6625-12-4245108,-1.0,-1.0,1,1.0,0.0
6625-12-3296138,-1.0,-1.0,1,1.0,0.0
6625-12-3580576,-1.0,-1.0,1,1.0,0.0
6625-12-3548423,-1.0,-1.0,1,1.0,0.0
7025-01-6150713,-1.0,-0.5,2,2.0,1.0
6625-12-3468625,-1.0,-0.2,5,5.0,4.0
6625-12-3393016,-1.0,-1.0,1,1.0,0.0
6625-12-3353522,-1.0,-1.0,1,1.0,0.0
7025-01-6157132,-1.0,-0.2,5,7.0,6.0
6625-12-3718291,-1.0,-1.0,1,1.0,0.0
7025-01-6161653,-1.0,-1.0,1,1.0,0.0
7025-01-6162040,-1.0,-1.0,1,1.0,0.0
6625-12-3217607,-1.0,-1.0,1,1.0,0.0
6625-12-3061676,-1.0,-1.0,1,1.0,0.0
6625-12-1973771,-1.0,-1.0,1,1.0,0.0
7025-01-6173752,-1.0,-1.0,1,1.0,0.0
7025-01-6145570,-1.0,-1.0,1,1.0,0.0
7025-01-6143543,-1.0,-0.2,5,7.0,6.0
6625-01-6062885,-1.0,-1.0,1,1.0,0.0
7025-01-6108561,-1.0,-1.0,1,1.0,0.0
6625-12-4121509,-1.0,-1.0,1,1.0,0.0
6625-12-4119102,-1.0,-1.0,1,1.0,0.0
7025-01-6106768,-1.0,-0.5,2,2.0,1.0
6625-12-3992206,-1.0,-1.0,1,1.0,0.0
6625-12-3943674,-1.0,-1.0,1,1.0,0.0
7025-01-6107640,-1.0,-1.0,1,1.0,0.0
7025-01-6108568,-1.0,-1.0,1,1.0,0.0
7025-01-6143541,-1.0,-1.0,1,1.0,0.0
6625-12-3904853,-1.0,-1.0,1,1.0,0.0
6625-12-3792775,-1.0,-1.0,1,1.0,0.0
6625-12-3791441,-1.0,-1.0,1,1.0,0.0
6625-12-3758883,-1.0,-0.5,2,3.0,2.0
6625-12-3724009,-1.0,-1.0,1,1.0,0.0
7025-01-6131372,-1.0,-1.0,1,1.0,0.0
6625-01-6969991,-1.0,-1.0,1,1.0,0.0
6625-01-6829918,-1.0,-0.1,10,17.0,16.0
6625-01-6802285,-1.0,-1.0,1,1.0,0.0
6625-01-6211339,-1.0,-1.0,1,1.0,0.0
6625-01-6256843,-1.0,-1.0,1,1.0,0.0
6625-01-6249785,-1.0,-1.0,1,1.0,0.0
6625-01-6249769,-1.0,-1.0,1,1.0,0.0
6625-01-6246795,-1.0,-0.5,2,4.0,3.0
6625-01-6233721,-1.0,-1.0,1,1.0,0.0
6625-01-6226234,-1.0,-1.0,1,1.0,0.0
6625-01-6182704,-1.0,-1.0,1,1.0,0.0
6625-01-6738304,-1.0,-1.0,1,1.0,0.0
6625-01-6161975,-1.0,-1.0,1,1.0,0.0
7025-01-6261745,-1.0,-1.0,1,1.0,0.0
6625-01-6156469,-1.0,-1.0,1,1.0,0.0
7025-01-6264014,1.0,0.33,3,4.0,5.0
7025-01-6269022,-1.0,-1.0,1,1.0,0.0
6625-01-6136224,-1.0,-1.0,1,1.0,0.0
